ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
H00922.CSI,20250704,11329.1283,,,,11267.0079,62.1204,0.5513,,
H00922.CSI,20250703,11267.0079,,,,11261.0812,5.9267,0.0526,,
H00922.CSI,20250702,11261.0812,,,,11180.8426,80.2386,0.7176,,
H00922.CSI,20250701,11180.8426,,,,11090.508,90.3346,0.8145,,
H00922.CSI,20250630,11090.508,,,,11096.4568,-5.9488,-0.0536,,
H00922.CSI,20250627,11096.4568,,,,11141.265,-44.8082,-0.4022,,
H00922.CSI,20250626,11141.265,,,,11133.0376,8.2274,0.0739,,
H00922.CSI,20250625,11133.0376,,,,11060.8869,72.1507,0.6523,,
H00922.CSI,20250624,11060.8869,,,,11025.5794,35.3075,0.3202,,
H00922.CSI,20250623,11025.5794,,,,10987.2442,38.3352,0.3489,,
H00922.CSI,20250620,10987.2442,,,,10952.0771,35.1671,0.3211,,
H00922.CSI,20250619,10952.0771,,,,11017.703,-65.6259,-0.5956,,
H00922.CSI,20250618,11017.703,,,,11018.0532,-0.3502,-0.0032,,
H00922.CSI,20250617,11018.0532,,,,11019.1269,-1.0737,-0.0097,,
H00922.CSI,20250616,11019.1269,,,,10994.1709,24.956,0.227,,
H00922.CSI,20250613,10994.1709,,,,11061.6409,-67.47,-0.6099,,
H00922.CSI,20250612,11061.6409,,,,11055.1792,6.4617,0.0584,,
H00922.CSI,20250611,11055.1792,,,,11010.9076,44.2716,0.4021,,
H00922.CSI,20250610,11010.9076,,,,11010.5876,0.32,0.0029,,
H00922.CSI,20250609,11010.5876,,,,10981.2887,29.2989,0.2668,,
H00922.CSI,20250606,10981.2887,,,,10973.2061,8.0826,0.0737,,
H00922.CSI,20250605,10973.2061,,,,11036.3896,-63.1835,-0.5725,,
H00922.CSI,20250604,11036.3896,,,,10996.0829,40.3067,0.3666,,
H00922.CSI,20250603,10996.0829,,,,10956.0598,40.0231,0.3653,,
H00922.CSI,20250530,10956.0598,,,,10939.3601,16.6997,0.1527,,
H00922.CSI,20250529,10939.3601,,,,10917.3168,22.0433,0.2019,,
H00922.CSI,20250528,10917.3168,,,,10879.5867,37.7301,0.3468,,
H00922.CSI,20250527,10879.5867,,,,10907.9381,-28.3514,-0.2599,,
H00922.CSI,20250526,10907.9381,,,,10980.657,-72.7189,-0.6622,,
H00922.CSI,20250523,10980.657,,,,11085.2563,-104.5993,-0.9436,,
H00922.CSI,20250522,11085.2563,,,,11102.3755,-17.1192,-0.1542,,
H00922.CSI,20250521,11102.3755,,,,11014.5321,87.8434,0.7975,,
H00922.CSI,20250520,11014.5321,,,,10980.0417,34.4904,0.3141,,
H00922.CSI,20250519,10980.0417,,,,10944.6186,35.4231,0.3237,,
H00922.CSI,20250516,10944.6186,,,,11005.7606,-61.142,-0.5555,,
H00922.CSI,20250515,11005.7606,,,,11043.9927,-38.2321,-0.3462,,
H00922.CSI,20250514,11043.9927,,,,10982.0113,61.9814,0.5644,,
H00922.CSI,20250513,10982.0113,,,,10905.7697,76.2416,0.6991,,
H00922.CSI,20250512,10905.7697,,,,10868.1581,37.6116,0.3461,,
H00922.CSI,20250509,10868.1581,,,,10807.3916,60.7665,0.5623,,
H00922.CSI,20250508,10807.3916,,,,10790.4262,16.9654,0.1572,,
H00922.CSI,20250507,10790.4262,,,,10717.8927,72.5335,0.6768,,
H00922.CSI,20250506,10717.8927,,,,10690.89,27.0027,0.2526,,
H00922.CSI,20250430,10690.89,,,,10757.0261,-66.1361,-0.6148,,
H00922.CSI,20250429,10757.0261,,,,10780.0376,-23.0115,-0.2135,,
H00922.CSI,20250428,10780.0376,,,,10781.8385,-1.8009,-0.0167,,
H00922.CSI,20250425,10781.8385,,,,10796.0068,-14.1683,-0.1312,,
H00922.CSI,20250424,10796.0068,,,,10738.3162,57.6906,0.5372,,
H00922.CSI,20250423,10738.3162,,,,10786.3665,-48.0503,-0.4455,,
H00922.CSI,20250422,10786.3665,,,,10744.6915,41.675,0.3879,,
H00922.CSI,20250421,10744.6915,,,,10759.2999,-14.6084,-0.1358,,
H00922.CSI,20250418,10759.2999,,,,10751.9088,7.3911,0.0687,,
H00922.CSI,20250417,10751.9088,,,,10774.1796,-22.2708,-0.2067,,
H00922.CSI,20250416,10774.1796,,,,10725.4215,48.7581,0.4546,,
H00922.CSI,20250415,10725.4215,,,,10674.2196,51.2019,0.4797,,
H00922.CSI,20250414,10674.2196,,,,10579.4667,94.7529,0.8956,,
H00922.CSI,20250411,10579.4667,,,,10627.3182,-47.8515,-0.4503,,
H00922.CSI,20250410,10627.3182,,,,10527.7735,99.5447,0.9455,,
H00922.CSI,20250409,10527.7735,,,,10496.5041,31.2694,0.2979,,
H00922.CSI,20250408,10496.5041,,,,10234.976,261.5281,2.5552,,
H00922.CSI,20250407,10234.976,,,,10966.6315,-731.6555,-6.6717,,
H00922.CSI,20250403,10966.6315,,,,10951.8203,14.8112,0.1352,,
H00922.CSI,20250402,10951.8203,,,,10912.1981,39.6222,0.3631,,
H00922.CSI,20250401,10912.1981,,,,10807.2366,104.9615,0.9712,,
H00922.CSI,20250331,10807.2366,,,,10864.1534,-56.9168,-0.5239,,
H00922.CSI,20250328,10864.1534,,,,10943.6118,-79.4584,-0.7261,,
H00922.CSI,20250327,10943.6118,,,,10953.8949,-10.2831,-0.0939,,
H00922.CSI,20250326,10953.8949,,,,10969.1761,-15.2812,-0.1393,,
H00922.CSI,20250325,10969.1761,,,,10900.0892,69.0869,0.6338,,
H00922.CSI,20250324,10900.0892,,,,10839.4101,60.6791,0.5598,,
H00922.CSI,20250321,10839.4101,,,,10885.7523,-46.3422,-0.4257,,
H00922.CSI,20250320,10885.7523,,,,10915.8173,-30.065,-0.2754,,
H00922.CSI,20250319,10915.8173,,,,10899.3768,16.4405,0.1508,,
H00922.CSI,20250318,10899.3768,,,,10918.1138,-18.737,-0.1716,,
H00922.CSI,20250317,10918.1138,,,,10877.9552,40.1586,0.3692,,
H00922.CSI,20250314,10877.9552,,,,10795.8281,82.1271,0.7607,,
H00922.CSI,20250313,10795.8281,,,,10720.8591,74.969,0.6993,,
H00922.CSI,20250312,10720.8591,,,,10764.1551,-43.296,-0.4022,,
H00922.CSI,20250311,10764.1551,,,,10696.0174,68.1377,0.637,,
H00922.CSI,20250310,10696.0174,,,,10664.7494,31.268,0.2932,,
H00922.CSI,20250307,10664.7494,,,,10650.3306,14.4188,0.1354,,
H00922.CSI,20250306,10650.3306,,,,10652.8514,-2.5208,-0.0237,,
H00922.CSI,20250305,10652.8514,,,,10602.5969,50.2545,0.474,,
H00922.CSI,20250304,10602.5969,,,,10601.5675,1.0294,0.0097,,
H00922.CSI,20250303,10601.5675,,,,10613.0509,-11.4834,-0.1082,,
H00922.CSI,20250228,10613.0509,,,,10691.0139,-77.963,-0.7292,,
H00922.CSI,20250227,10691.0139,,,,10574.1163,116.8976,1.1055,,
H00922.CSI,20250226,10574.1163,,,,10443.1619,130.9544,1.254,,
H00922.CSI,20250225,10443.1619,,,,10512.7546,-69.5927,-0.662,,
H00922.CSI,20250224,10512.7546,,,,10503.8579,8.8967,0.0847,,
H00922.CSI,20250221,10503.8579,,,,10571.854,-67.9961,-0.6432,,
H00922.CSI,20250220,10571.854,,,,10597.162,-25.308,-0.2388,,
H00922.CSI,20250219,10597.162,,,,10627.0075,-29.8455,-0.2808,,
H00922.CSI,20250218,10627.0075,,,,10662.849,-35.8415,-0.3361,,
H00922.CSI,20250217,10662.849,,,,10707.8932,-45.0442,-0.4207,,
H00922.CSI,20250214,10707.8932,,,,10687.0903,20.8029,0.1947,,
H00922.CSI,20250213,10687.0903,,,,10683.1615,3.9288,0.0368,,
H00922.CSI,20250212,10683.1615,,,,10680.7514,2.4101,0.0226,,
H00922.CSI,20250211,10680.7514,,,,10640.4206,40.3308,0.379,,
H00922.CSI,20250210,10640.4206,,,,10652.5657,-12.1451,-0.114,,
H00922.CSI,20250207,10652.5657,,,,10581.3799,71.1858,0.6727,,
H00922.CSI,20250206,10581.3799,,,,10572.7181,8.6618,0.0819,,
H00922.CSI,20250205,10572.7181,,,,10785.2651,-212.547,-1.9707,,
H00922.CSI,20250127,10785.2651,,,,10650.4671,134.798,1.2657,,
H00922.CSI,20250124,10650.4671,,,,10574.1725,76.2946,0.7215,,
H00922.CSI,20250123,10574.1725,,,,10461.0144,113.1581,1.0817,,
H00922.CSI,20250122,10461.0144,,,,10559.0231,-98.0087,-0.9282,,
H00922.CSI,20250121,10559.0231,,,,10624.8315,-65.8084,-0.6194,,
H00922.CSI,20250120,10624.8315,,,,10640.5667,-15.7352,-0.1479,,
H00922.CSI,20250117,10640.5667,,,,10670.297,-29.7303,-0.2786,,
H00922.CSI,20250116,10670.297,,,,10584.5403,85.7567,0.8102,,
H00922.CSI,20250115,10584.5403,,,,10581.0224,3.5179,0.0332,,
H00922.CSI,20250114,10581.0224,,,,10390.0045,191.0179,1.8385,,
H00922.CSI,20250113,10390.0045,,,,10471.1597,-81.1552,-0.775,,
H00922.CSI,20250110,10471.1597,,,,10624.9244,-153.7647,-1.4472,,
H00922.CSI,20250109,10624.9244,,,,10784.3381,-159.4137,-1.4782,,
H00922.CSI,20250108,10784.3381,,,,10803.4825,-19.1444,-0.1772,,
H00922.CSI,20250107,10803.4825,,,,10832.0688,-28.5863,-0.2639,,
H00922.CSI,20250106,10832.0688,,,,10792.5728,39.496,0.366,,
H00922.CSI,20250103,10792.5728,,,,10883.6693,-91.0965,-0.837,,
H00922.CSI,20250102,10883.6693,,,,11105.1173,-221.448,-1.9941,,
H00922.CSI,20241231,11105.1173,,,,11166.3927,-61.2754,-0.5487,,
H00922.CSI,20241230,11166.3927,,,,11033.6098,132.7829,1.2034,,
H00922.CSI,20241227,11033.6098,,,,11010.2276,23.3822,0.2124,,
H00922.CSI,20241226,11010.2276,,,,11061.2695,-51.0419,-0.4614,,
H00922.CSI,20241225,11061.2695,,,,11018.4404,42.8291,0.3887,,
H00922.CSI,20241224,11018.4404,,,,10893.491,124.9494,1.147,,
H00922.CSI,20241223,10893.491,,,,10888.0897,5.4013,0.0496,,
H00922.CSI,20241220,10888.0897,,,,10979.5205,-91.4308,-0.8327,,
H00922.CSI,20241219,10979.5205,,,,11086.1853,-106.6648,-0.9621,,
H00922.CSI,20241218,11086.1853,,,,11017.8549,68.3304,0.6202,,
